,Number,Latitude,Longitude,Address
187,188,50.179378,8.909252,"TotalEnergies Station
DKV-Nr: 0051225
Römerstr. 16
DE-63486 Bruchköbel
Tel.: 06181 576095"
188,189,50.141379,8.928897,"CALPAM Station
DKV-Nr: 0047005
Lamboystr. 10
DE-63452 Hanau
Tel.: 06181 1809300"
189,190,49.968413,8.801841,"CLASSIC Station
DKV-Nr: 0082080
Traminer Str. 45
DE-63322 Rödermark
Tel.: 06074 87490"
190,191,50.128337,8.93321,"FREIE Station
DKV-Nr: 0045259
Leipziger Str. 52
DE-63450 Hanau
Tel.: 06181 31938"
191,192,50.072039,8.928752,"AVIA Station
DKV-Nr: 3434070
Offenbacher Landstr. 111 A
DE-63512 Hainburg"
192,193,50.178015,8.914456,"ARAL Station
DKV-Nr: 0010362
Hauptstr. 8
DE-63486 Bruchköbel
Tel.: 06181 77724"
193,194,50.112226,8.426396,"AGIP Station
DKV-Nr: 0006040
Hofheimer Str. 61
DE-65719 Hofheim am Taunus
Tel.: 06192 901957"
194,195,50.170628,8.92232,"CLASSIC Station
DKV-Nr: 0082049
Kirleweg 60 a
DE-63486 Bruchköbel
Tel.: 06181 71407"
195,196,50.145861,8.429821,"ARAL Station
DKV-Nr: 3470122
Kelkheimer Str. 43
DE-65779 Kelkheim (Taunus)
Tel.: 06195 61301"
196,197,50.145188,8.936101,"BFT Station
DKV-Nr: 0009999
Luise-Kiesselbach-Str. 3
DE-63452 Hanau
Tel.: 06181 3048850"
197,198,50.278106,8.653917,"Q1 Station
DKV-Nr: 0049140
Friedberger Str. 9
DE-61381 Friedrichsdorf
Tel.: 06175 277"
198,199,50.278302,8.654898,"AGIP Station
DKV-Nr: 0006162
Friedberger Str. 10
DE-61381 Friedrichsdorf
Tel.: 06175 7067"
199,200,50.233763,8.862941,"ARAL Station
DKV-Nr: 0070702
Konrad-Adenauer-Allee 1 - 3
DE-61130 Nidderau
Tel.: 06187 22133"
200,201,49.998833,8.879254,"BFT Station
DKV-Nr: 3498331
Hainburgstr. 42
DE-63110 Rodgau
Tel.: 06106 21753"
201,202,50.002947,8.885134,"SB Station am Supermarkt
DKV-Nr: 0049208
Taunusstr. 46
DE-63110 Rodgau"
202,203,49.999472,8.881031,"TANKCENTER Station
DKV-Nr: 0045040
Hainburgstr. 51
DE-63110 Rodgau
Tel.: 06106 771247"
203,204,49.97089,8.831184,"AGIP Station
DKV-Nr: 0006340
Dieburger Str. 115
DE-63322 Rödermark
Tel.: 06074 881616"
204,205,49.94705,8.609284,"ESSO Station
Gräfenhausen West
DKV-Nr: 3403141
A 5
DE-64331 Weiterstadt
Tel.: 06150 50060"
205,206,50.047833,8.434449,"ARAL Station
DKV-Nr: 3475624
Hofheimer Str. 24
DE-65439 Flörsheim
Tel.: 06145 31103"
206,207,49.945492,8.61107,"SHELL Station
Gräfenhausen Ost
DKV-Nr: 0004824
A 5
DE-64331 Weiterstadt
Tel.: 06150 134933"
207,208,50.154793,8.422533,"CLASSIC Station
DKV-Nr: 0082076
Eppsteiner Str. 27
DE-65779 Kelkheim (Taunus)
Tel.: 06195 65806"
208,209,50.094809,8.949641,"SHELL Station
DKV-Nr: 0004430
Brown-Boveri-Str. 22
DE-63457 Hanau
Tel.: 06181 571671"
209,210,50.015625,8.456411,"JET Station
DKV-Nr: 3418267
Kelsterbacher Str. 8
DE-65479 Raunheim
Tel.: 06142 926095"
210,211,50.015423,8.454714,"STAR Station
DKV-Nr: 0002475
Frankfurter Str. 25
DE-65479 Raunheim
Tel.: 06142 926974"
211,212,50.24253257529,8.868755277166,"HEM Station
DKV-Nr: 3458333
Siemensstr. 37
DE-61130 Nidderau
Tel.: 0176 47687959"
212,213,50.27368,8.806744,"JET Station
DKV-Nr: 3418492
Am Steinacker 2
DE-61194 Niddatal
Tel.: 06034 9027934"
213,214,50.135273,8.400427,"TotalEnergies Station
DKV-Nr: 0045505
Lorsbacher Str. 14
DE-65817 Eppstein
Tel.: 06198 349178"
214,215,50.293791,8.694949,"ARAL Station
DKV-Nr: 3470131
Carl-Benz-Str. 1
DE-61191 Rosbach vor der Höhe
Tel.: 06003 8269661"
215,216,50.108242,8.968937,"TotalEnergies Station
DKV-Nr: 0045039
Vosswaldestr. 1
DE-63457 Hanau
Tel.: 06181 5206287"
216,217,50.295398,8.685883,"SHELL Station
DKV-Nr: 0004318
Raiffeisenstr. 2
DE-61191 Rosbach vor der Höhe
Tel.: 06003 930770"
217,218,50.29775238,8.690401077,"IDS Station
DKV-Nr: 0087028
Robert-Bosch-Str. 3
DE-61191 Rosbach"
218,219,50.298716,8.700743,"FREIE Station
DKV-Nr: 0099249
Am Bahnhof 8
DE-61191 Rosbach vor der Höhe
Tel.: 06003 1364"
219,220,49.950351,8.840411,"TotalEnergies Station
DKV-Nr: 0045038
Kettelerstr. 2
DE-64859 Eppertshausen
Tel.: 06071 31359"
220,221,50.045062,8.961266,"ARAL Station
DKV-Nr: 0010874
Frankfurter Str. 102 a
DE-63500 Seligenstadt
Tel.: 06182 8206288"
221,222,49.926455,8.602724,"ARAL Station
DKV-Nr: 3475742
Darmstädter Landstrasse 63
DE-64331 Weiterstadt
Tel.: 061505457360"
222,223,50.036969,8.957076,"AVIA Station
DKV-Nr: 0034074
Dudenhöfer Str. 34
DE-63500 Seligenstadt
Tel.: 06182 8435700"
223,224,49.918169,8.65485,"ARAL Station
DKV-Nr: 0010725
Frankfurter Landstr. 257
DE-64291 Darmstadt
Tel.: 06151 371223"
224,225,50.307014,8.697293,"TotalEnergies Station
DKV-Nr: 0045044
Taunusstr. 1
DE-61191 Rosbach vor der Höhe
Tel.: 06003 1203"
225,226,50.027414,8.40592,"CLASSIC Station
DKV-Nr: 0082078
Kirschgartenstr. 21
DE-65439 Flörsheim
Tel.: 06145 971067"
226,227,50.05409525634,8.976295115057,"BFT Station
DKV-Nr: 3499763
Steinheimerstr. 111
DE-63500 Seligenstadt
Tel.: 06182 899571"
227,228,50.081834,8.986401,"ARAL Station
DKV-Nr: 3475155
Lindenstr. 31
DE-63538 Großkrotzenburg
Tel.: 06186 9158160"
228,229,50.165006,8.978652,"AVIA Station
DKV-Nr: 0090385
Hanauer Str. 33
DE-63526 Erlensee
Tel.: 06813 911190"
229,230,50.295121,8.568215,"AVIA Station
DKV-Nr: 0099678
Industriestr. 4a
DE-61273 Wehrheim
Tel.: 06081 981245"
230,231,50.070021,8.380675,"TP24Automat
DKV-Nr: 0081387
Hessenstr. 28
DE-65719 Hofheim am Taunus"
231,232,49.982496,8.447092,"BFT Station
DKV-Nr: 3499572
Hessenring 50
DE-65428 Rüsselsheim
Tel.: 06142 51101"
232,233,49.996998,8.424153,"SHELL Station
DKV-Nr: 0004458
Rugbyring 98 / 102
DE-65428 Rüsselsheim am Main
Tel.: 06142 62118"
233,234,49.996364,8.417099,"UNITOL Station
DKV-Nr: 0049136
Frankfurter Str. 45
DE-65428 Rüsselsheim
Tel.: 06142 67593"
234,235,49.988553,8.425596,"T Station
DKV-Nr: 0051145
Haßlocher Str. 149
DE-65428 Rüsselsheim am Main
Tel.: 06142 162670"
235,236,50.159938,8.994455,"CLASSIC Station
DKV-Nr: 0082002
Leipziger Str. 3
DE-63526 Erlensee
Tel.: 06183 3981"
236,237,50.160542,8.994986,"BFT Station
DKV-Nr: 3499577
Leipziger Str. 2
DE-63526 Erlensee
Tel.: 06183 4510"
237,238,50.0604643,8.3697101,"SHELL Station
DKV-Nr: 3404410
Wiesbadener Str. 21
DE-65719 Hofheim am Taunus
Tel.: 06122 530222"
238,239,50.075255,9.001418,"ARAL Station
DKV-Nr: 0010065
Forststr. 5
DE-63796 Kahl am Main
Tel.: 06188 900819"
239,240,50.220574,8.404976,"ESSO Station
DKV-Nr: 0003749
Limburger Str. 59
DE-61479 Glashütten
Tel.: 06174 61571"
240,241,50.289899,8.512562,"ARAL Station
DKV-Nr: 3475616
Saalburgstr. 30
DE-61267 Neu-Anspach"
241,242,49.938044,8.496188,"SHELL Station
DKV-Nr: 3404784
Frankfurter Str. 175
DE-64521 Groß-Gerau
Tel.: 06152 80132"
242,243,49.986669,8.416744,"ARAL Station
DKV-Nr: 3475149
Friedrich-Ebert-Str. 54
DE-65428 Rüsselsheim
Tel.: 06142 15334"
243,244,49.978436,8.426235,"TP24Automat
DKV-Nr: 0081466
Uranstr. 1
DE-65428 Rüsselsheim am Main"
244,245,50.095287,8.353869,"SHELL Station
Medenbach Ost
DKV-Nr: 3404663
A 3
DE-65207 Wiesbaden
Tel.: 06122 507985"
245,246,50.096322,8.351786,"ESSO Station
Medenbach West
DKV-Nr: 0003119
A 3
DE-65207 Wiesbaden
Tel.: 06122 534548"
246,247,50.040342,8.994589,"CALPAM Station
DKV-Nr: 0047037
Hauptstr. 153
DE-63500 Seligenstadt
Tel.: 06182 21284"
247,248,49.929176,8.857499,"AGIP Station
DKV-Nr: 0006331
Frankfurter Str. 50
DE-64839 Münster
Tel.: 06071 305451"
248,249,49.895868,8.680841,"TotalEnergies Station
DKV-Nr: 0051422
Siemensstr. 2
DE-64289 Darmstadt
Tel.: 06151 4929866"
249,250,49.902397,8.594829,"ARAL Station
DKV-Nr: 0010915
Darmstädter Str. 122
DE-64331 Weiterstadt
Tel.: 06150 2190"
250,251,49.898501,8.618565,"TP24Automat
DKV-Nr: 0081403
Lagerstr. 8
DE-64331 Weiterstadt"
251,252,49.898508,8.618302,"ROTH Station
DKV-Nr: 3498033
Lagerstr. (Industriegebiet Nord) 8
DE-64331 Weiterstadt"
252,253,50.139423,8.346198,"SHELL Station
DKV-Nr: 0050449
Valterweg 31
DE-65817 Eppstein
Tel.: 06198 8335"
253,254,49.896839,8.611656,"SHELL Station
DKV-Nr: 0004245
Robert-Koch-Str. 1c
DE-64331 Weiterstadt
Tel.: 06151 9067769"
254,255,49.896846,8.611189,"H2 MOBILITY Wasserstoff Station
DKV-Nr: 3493070
Robert-Koch-Str. 1
DE-64331 Weiterstadt"
255,256,50.18134,9.005345,"BAYWA LNG Station
DKV-Nr: 3499315
Röntgenstr. 1
DE-63526 Erlensee
Tel.: 0800 5054500"
256,257,50.182429,9.007266,"TotalEnergies Station
Erlensee Neuberg
DKV-Nr: 0051273
Röntgenstr. 1
DE-63526 Erlensee
Tel.: 06183 8007810"
257,258,50.01704,8.99371,"ENI Station
DKV-Nr: 3406384
Industrie Str. 2
DE-63533 Mainhausen"
258,259,49.895,8.600278,"METRO C&C Station
DKV-Nr: 0018406
Im Rödling 8 a
DE-64331 Weiterstadt
Tel.: 06150 541306"
259,260,50.3291173,8.7500268,"HEM Station
DKV-Nr: 0058406
Homburger Str. 2
DE-61169 Friedberg
Tel.: 06031 1613470"
260,261,49.969835,8.949485,"TotalEnergies Station
DKV-Nr: 3445102
Bouxwiller Str. 1A
DE-64832 Babenhausen
Tel.: 06073 723376"
261,262,49.917909,8.855343,"ESSO Station
DKV-Nr: 0003327
Darmstädter Str. 88
DE-64839 Münster (Hessen)
Tel.: 06071 394715"
262,263,50.14733,9.025279,"AGIP Station
DKV-Nr: 0006325
Gelnhäuser Str. 8
DE-63517 Rodenbach
Tel.: 06184 50507"
263,264,49.99305,8.386758,"ARAL Station
DKV-Nr: 0070498
Mainzer Str. 95
DE-65428 Rüsselsheim
Tel.: 06142 910910"
264,265,50.308268,8.516035,"SHELL Station
DKV-Nr: 3404046
Zeppelinstr. 3
DE-61267 Neu-Anspach
Tel.: 06081 6886350"
265,266,50.05739,8.341777,"GLOBUS Station
DKV-Nr: 0040091
Ostring 2
DE-65205 Wiesbaden
Tel.: 0612 250560"
266,267,49.886748,8.638473,"JET Station
DKV-Nr: 0018423
Leydheckerstr. 18
DE-64293 Darmstadt
Tel.: 06151 3971883"
267,268,49.889492,8.610894,"ROTH Station
DKV-Nr: 3498032
Waldstr. 18
DE-64331 Weiterstadt"
268,269,49.884812,8.652232,"ESSO Station
DKV-Nr: 0003633
Frankfurter Str. 65
DE-64293 Darmstadt
Tel.: 06151 981486"
269,270,50.056853,8.339342,"SHELL Station
DKV-Nr: 0004133
Borsigstr. 1
DE-65205 Wiesbaden
Tel.: 06122 2677"
270,271,50.05699,8.33925,"H2 MOBILITY Wasserstoff Station
DKV-Nr: 3493072
Borsigstraße 1
DE-65205 Wiesbaden"
271,272,50.289192,8.461184,"TotalEnergies Station
DKV-Nr: 3451303
Weilroder Str. 3
DE-61389 Schmitten
Tel.: 060842377"
272,273,50.01412,8.361765,"OIL! Station
DKV-Nr: 0074041
Frankfurter Str. 65
DE-65239 Hochheim am Main
Tel.: 06146 837531"
273,274,49.939068,8.44891,"TotalEnergies Station
DKV-Nr: 0051153
Darmstädter Landstr. 2
DE-64569 Nauheim
Tel.: 06152 64953"
274,275,50.179921,9.02073,"SHELL Station
DKV-Nr: 0050179
Am Nesselbusch 2
DE-63505 Langenselbold
Tel.: 06184 9096420"
275,276,49.909046,8.849096,"SHELL Station
DKV-Nr: 3404578
Frankfurter Str. 105
DE-64807 Dieburg
Tel.: 06071 823231"
276,277,49.908324,8.847674,"JET Station
DKV-Nr: 0018441
Frankfurter Str. 62
DE-64807 Dieburg
Tel.: 06071 9288063"
277,278,49.90761,8.8513,"BFT Station
DKV-Nr: 3499813
Industriestr. 30
DE-64807 Dieburg
Tel.: 06204 9776440"
278,279,49.903536,8.523663,"SHELL Station
DKV-Nr: 3404742
Im Mehlsee 5
DE-64572 Büttelborn
Tel.: 06152 18170"
279,280,49.921848,8.472117,"ARAL Station
DKV-Nr: 0070720
Oppenheimer Str. 7
DE-64521 Groß-Gerau
Tel.: 06152 7854"
280,281,49.879639,8.644409,"JET Station
DKV-Nr: 3418301
Kasinostr. 75
DE-64293 Darmstadt
Tel.: 06151 292637"
281,282,49.87923,8.643537,"CALPAM Station
DKV-Nr: 0047035
Kasinostr. 60
DE-64293 Darmstadt
Tel.: 06151 891515"
282,283,49.954858,8.953224,"ESSO Station
DKV-Nr: 0003360
Darmstädter Str. 19
DE-64832 Babenhausen
Tel.: 06073 4224"
283,284,49.9065745,8.5033157,"ARAL Station
DKV-Nr: 0010468
Mainzer Str. 116 a
DE-64572 Büttelborn
Tel.: 06152 9879262"
284,285,50.026811,9.022844,"CALPAM Station
DKV-Nr: 0047026
Kettelerstr. 21
DE-63533 Mainhausen
Tel.: 06021 402648"
285,286,49.9573535,8.9584766,"ARAL Station
DKV-Nr: 0070275
Aschaffenburger Str. 3
DE-64832 Babenhausen
Tel.: 06073 62912"
286,287,49.8930662,8.5436105,"SHELL Station
Büttelborn Süd
DKV-Nr: 0050164
A 67
DE-64572 Büttelborn
Tel.: 06152 5080"
287,288,50.09186,9.048716,"SHELL Station
DKV-Nr: 3404755
Industriestr. 9
DE-63755 Alzenau
Tel.: 06023 1827"
288,289,49.87446,8.669398,"JET Station
DKV-Nr: 3418166
Landgraf-Georg-Str. 128
DE-64287 Darmstadt
Tel.: 06151 43501"
289,290,49.898937,8.846859,"ARAL Station
DKV-Nr: 0010757
Altstadt 37
DE-64807 Dieburg
Tel.: 06071 499697"
290,291,49.898646,8.847116,"BFT Station
DKV-Nr: 0098426
Groß-Umstädter Str. 3
DE-64807 Dieburg
Tel.: 06071 207501"
291,292,49.976121,8.377655,"JET Station
DKV-Nr: 3418404
Am Schindberg 1
DE-65474 Bischofsheim
Tel.: 06144 970166"
292,293,50.09176,9.05237,"ORANGEGAS CNG Station
DKV-Nr: 3499862
Industriestr. 12
DE-63755 Alzenau
Tel.: 04231 9713720"
293,294,50.037066,9.035992,"TotalEnergies Station
DKV-Nr: 0021121
Hanauer Landstr. 114
DE-63791 Karlstein am Main
Tel.: 06188 990599/98"
294,295,50.2848888,8.940651,"ARAL Station
DKV-Nr: 0070677
Römerbrunnen 1 b
DE-63674 Altenstadt
Tel.: 06047 962915"
295,296,50.259851,8.976619,"ESSO Station
DKV-Nr: 0003274
Himbacher Str. 24
DE-63694 Limeshain
Tel.: 06047 6999"
296,297,49.871357,8.6392469,"ARAL Station
DKV-Nr: 0070975
Rheinstr. 69
DE-64295 Darmstadt
Tel.: 06151 891309"
297,298,50.088005,9.055733,"CLASSIC Station
DKV-Nr: 0082085
Hanauer Str. 121
DE-63755 Alzenau
Tel.: 04251 812 25"
298,299,50.329841,8.521496,"AVIA Station
DKV-Nr: 3499022
Am Dornbusch 2 - 6
DE-61250 Usingen
Tel.: 06081 5511"
299,300,50.2432723,8.9977455,"ARAL Station
DKV-Nr: 0010634
Am Lachbach 1
DE-63546 Hammersbach
Tel.: 06185 893027"
300,301,50.049063,9.046059,"TP24Automat
DKV-Nr: 0081408
Industriegebiet Süd B 3
DE-63755 Alzenau"
301,302,50.08806,9.0571934,"FREIE Station
DKV-Nr: 0047022
Hanauer Str. 120
DE-63755 Alzenau
Tel.: 06023 970777"
302,303,49.895067,8.854645,"JET Station
DKV-Nr: 3418165
Groß-Umstädter Str. 70
DE-64807 Dieburg
Tel.: 06071 24275"
303,304,50.1758207,9.0464728,"ARAL Station
DKV-Nr: 0010063
Gelnhaeuser Str. 17
DE-63505 Langenselbold
Tel.: 06184 2103"
304,305,50.164378,9.051206,"FREIE Station
DKV-Nr: 0098583
Industriestr. 1
DE-63505 Langenselbold
Tel.: 06184 613409005"
305,306,49.867714,8.681774,"ARAL Station
DKV-Nr: 0010726
Heinrichstr. 241
DE-64287 Darmstadt
Tel.: 06151 47843"
306,307,50.249838,8.993114,"AGIP Station
Langen Bergheim West
DKV-Nr: 3406427
A 45
DE-63546 Hammersbach
Tel.: 0172 6706386"
307,308,50.176101,9.046839,"ESSO Station
DKV-Nr: 0003122
Gelnhäuser Str. 36
DE-63505 Langenselbold
Tel.: 06184 61495"
308,309,50.164323,8.312563,"TotalEnergies Station
DKV-Nr: 0051220
Idsteiner Str. 50
DE-65527 Niedernhausen
Tel.: 06127 903620"
309,310,50.047388,9.047456,"SHELL Station
DKV-Nr: 3404647
Industriegebiet Süd A 5
DE-63755 Alzenau
Tel.: 06188 990213"
310,311,49.868537,8.645559,"ARAL Station
DKV-Nr: 3475621
Neckarstr. 19
DE-64283 Darmstadt
Tel.: 06151315733"
311,312,50.2494,8.995131,"ESSO Station
Langen Bergheim Ost
DKV-Nr: 3403151
A 45
DE-63546 Hammersbach
Tel.: 06185 7313"
312,313,50.055282,8.311805,"ARAL Station
Erbenheim Nord
DKV-Nr: 0070181
A 66
DE-65205 Wiesbaden
Tel.: 0611 718300"
313,314,49.881518,8.814297,"REAL Station
DKV-Nr: 0018350
Röntgenstr. 3
DE-64846 Groß-Zimmern
Tel.: 06071 749382"
314,315,50.355675,8.694627,"ARAL Station
Wetterau Ost
DKV-Nr: 0010958
A 5
DE-61239 Ober-Mörlen
Tel.: 06002 7915"
315,316,50.05452,8.311572,"ARAL Station
Erbenheim Süd
DKV-Nr: 0070287
A 66
DE-65205 Wiesbaden
Tel.: 0611 700710"
316,317,49.892786,8.855458,"BFT Station
DKV-Nr: 3498397
Groß-Umstädter Str. 89 B
DE-64807 Dieburg
Tel.: 0171 2207078"
317,318,50.357617,8.694157,"AGIP Station
DKV-Nr: 3406406
A 5
DE-61239 Ober-Mörlen
Tel.: 06002 939786"
318,319,50.340096,8.534918,"TotalEnergies Station
DKV-Nr: 0051151
Weilburger Str. 30
DE-61250 Usingen
Tel.: 06081 2680"
319,320,50.357512,8.739039,"ESSO Station
DKV-Nr: 0003299
Schwalheimer Str. 19
DE-61231 Bad Nauheim
Tel.: 06032 921212"
320,321,49.868575,8.780308,"CLASSIC Station
DKV-Nr: 0082075
Hauptstr. 107
DE-64380 Roßdorf
Tel.: 06071 74366"
321,322,49.861433,8.646804,"TotalEnergies Station
DKV-Nr: 0051298
Heidelberger Str. 55
DE-64285 Darmstadt
Tel.: 06151 316459"
322,323,49.862046,8.74442,"ESSO Station
DKV-Nr: 0003037
Darmstädter Str. 80
DE-64380 Roßdorf
Tel.: 06154 82133"
323,324,49.870417,8.564513,"HEM Station
DKV-Nr: 0058036
Bunsenstr. 1
DE-64347 Griesheim
Tel.: 06155 605775"
324,325,49.9302382,8.4071169,"ARAL Station
DKV-Nr: 0010363
Vordere Oderstr. 2 a
DE-65468 Trebur
Tel.: 06147 3139"
325,326,50.34186,8.84545,"RAIFFEISEN Station
DKV-Nr: 3499471
Leidhecker Weg 19
DE-61203 Reichelsheim
Tel.: 06051 972720"
326,327,50.354954,8.791837,"ESSO Station
DKV-Nr: 3403077
Wetteraustr. 98
DE-61169 Friedberg
Tel.: 06031 930 09"
327,328,49.8729698,8.8208685,"ARAL Station
DKV-Nr: 0010533
Darmstädter Str. 49a
DE-64846 Groß-Zimmern
Tel.: 06071 951360"
328,329,49.856413,8.669339,"ARAL Station
DKV-Nr: 0010522
Nieder-Ramstädter Str. 174
DE-64285 Darmstadt
Tel.: 06151 48696"
329,330,50.362697,8.749682,"JET Station
DKV-Nr: 3418286
Frankfurter Landstr. 1
DE-61231 Bad Nauheim
Tel.: 06032 921268"
330,331,49.868813,8.553962,"SHELL Station
DKV-Nr: 3404415
Nordring 19
DE-64347 Griesheim
Tel.: 06155 4265"
331,332,49.861714,8.587226,"SB Station am Supermarkt
DKV-Nr: 0049213
Flughafenstr. 7
DE-64347 Griesheim"
332,333,50.365062,8.748749,"AVIA Station
DKV-Nr: 0098979
Frankfurter Str. 13
DE-61231 Bad Nauheim
Tel.: 06032 306023"
333,334,50.366392,8.624139,"ARAL Station
DKV-Nr: 3475739
Usingerstr. 154
DE-61239 Ober-Mörlen
Tel.: 0600 2868"
334,335,49.854037,8.64197,"ARAL Station
DKV-Nr: 3475622
Rüdesheimer Str. 114
DE-64295 Darmstadt
Tel.: 06151 63545"
335,336,49.853172,8.644497,"SHELL Station
DKV-Nr: 0004687
Rüdesheimer Str. 123 A
DE-64285 Darmstadt
Tel.: 06151 2783219"
336,337,50.369863,8.686227,"MTB Station
DKV-Nr: 0098378
Egerländer Str. 11
DE-61239 Ober-Mörlen
Tel.: 06002 7074"
337,338,49.987545,8.327858,"ARAL Station
DKV-Nr: 3475713
Am Flurgraben 1 - 11
DE-65462 Ginsheim-Gustavsburg
Tel.: 06134 2853500"
338,339,49.987373,8.324182,"AVIA Station
DKV-Nr: 0099784
Gräfin-Dönhoff-Str. 2
DE-65462 Ginsheim-Gustavsburg
Tel.: 06134 29600"
339,340,49.996803,8.314057,"STAR Station
DKV-Nr: 0002476
Darmstädter Landstr. 11
DE-65462 Ginsheim-Gustavsburg
Tel.: 06134 750355"
340,341,50.080271,8.275084,"ESSO Station
DKV-Nr: 0003635
B 455 101
DE-65191 Wiesbaden
Tel.: 0611 2043899"
341,342,50.080863,8.274878,"ESSO Station
DKV-Nr: 0003008
An Der B455 100
DE-65191 Wiesbaden
Tel.: 0611 561762"
342,343,50.004322,9.058136,"BFT Station
DKV-Nr: 0098920
Hanauer Str. 64
DE-63801 Kleinostheim
Tel.: 06027 9909150"
343,344,50.330029,8.914459,"HESSOL Station
DKV-Nr: 0010852
Mockstädter Str. 2
DE-61197 Florstadt
Tel.: 06035 7114"
344,345,50.297986,8.388743,"ED Station
DKV-Nr: 0068077
Langstr. 54 a
DE-61276 Weilrod
Tel.: 06083 940359"
345,346,50.378057,8.694295,"BFT Station
DKV-Nr: 3499570
Frankfurter Str. 51 - 53
DE-61239 Ober-Mörlen
Tel.: 06002 939603"
346,347,50.375911,8.740048,"SHELL Station
DKV-Nr: 3404151
Frankfurter Str. 135
DE-61231 Bad Nauheim
Tel.: +49 60329281955"
347,348,50.020259,8.289839,"METRO C&C Station
DKV-Nr: 0018273
Boelckestr. 78
DE-55252 Mainz-Kastel
Tel.: 06134 24234"
348,349,50.098784,9.10007,"TotalEnergies Station
DKV-Nr: 0045513
Kälberauer Str. 12 a
DE-63755 Alzenau
Tel.: 06023 1829"
349,350,50.007873,8.295981,"CLASSIC Station
DKV-Nr: 0082077
Hochheimer Str. 47
DE-55246 Mainz-Kostheim
Tel.: 06134 61018"
350,351,50.066358,8.269207,"ARAL Station
DKV-Nr: 0070003
Abraham-Lincoln-Str. 9
DE-65189 Wiesbaden
Tel.: 0611 701141"
351,352,50.017667,8.286695,"SHELL Station
DKV-Nr: 0004281
Boelckestr. 58
DE-55252 Mainz-Kastel
Tel.: 06134 22350"
352,353,50.0077512,8.2921238,"ARAL Station
DKV-Nr: 0070027
Hochheimer Str. 25
DE-55246 Mainz-Kostheim
Tel.: 06134 63241"
353,354,50.083376,8.262244,"ARAL Station
DKV-Nr: 0070944
Bierstadter Str. 51
DE-65189 Wiesbaden
Tel.: 0611 565373"
354,355,50.381118,8.728032,"TANKCENTER Station
DKV-Nr: 3445345
Frankfurter Str. 245
DE-61231 Bad Nauheim
Tel.: 06032 7861843"
355,356,49.9973042,9.0657127,"CALPAM Station
DKV-Nr: 0047159
Aschaffenburger Str. 58
DE-63801 Kleinostheim
Tel.: 06027 8492"
356,357,49.9561966,8.3335747,"AGIP Station
DKV-Nr: 0006126
Schnellstr. Ost
DE-55130 Mainz
Tel.: 06131 698267"
357,358,50.330263,8.9348674,"SHELL Station
DKV-Nr: 3404645
In der Grobach 1
DE-61197 Florstadt
Tel.: 06041 821160"
358,359,49.994385,9.06533,"ROTH Station
DKV-Nr: 3499093
Stockstädter Str. 6
DE-63801 Kleinostheim
Tel.: 049641 602199"
359,360,49.9558336,8.3329205,"AGIP Station
DKV-Nr: 0006127
Schnellstr. West
DE-55130 Mainz
Tel.: 06131 86481"
360,361,50.015806,8.284003,"ESSO Station
DKV-Nr: 0003915
Boelckestr. 27
DE-55252 Mainz-Kastel
Tel.: 06134 714722"
361,362,49.995233,9.068388,"ARAL Station
DKV-Nr: 0070646
Aschaffenburger Str. 86
DE-63801 Kleinostheim
Tel.: 06027 9026"
362,363,49.982109,8.306013,"JET Station
DKV-Nr: 0018420
Wormser Str. 135
DE-55130 Mainz
Tel.: 06131 2778955"
363,364,49.993871,9.068146,"VERBIO LNG Station
DKV-Nr: 3499670
Mainparkstr. 18
DE-63801 Kleinostheim"
364,365,50.0703,8.25909,"JET Station
DKV-Nr: 3418134
Berliner Str. 11 a
DE-65189 Wiesbaden
Tel.: 0611 74525"
365,366,49.986849,8.296974,"ESSO Station
DKV-Nr: 0003053
Wormser Str. 7
DE-55130 Mainz
Tel.: 06131 6194698"
366,367,50.018253,8.274357,"AGIP Station
DKV-Nr: 0006395
Wiesbadener Str. 68
DE-55252 Mainz-Kastel
Tel.: 06134 230483"
367,368,50.147041,9.111823,"TotalEnergies Station
DKV-Nr: 0045506
Hanauer Str. 61
DE-63579 Freigericht
Tel.: 06055 915217"
368,369,49.963624,8.314451,"OIL! Station
DKV-Nr: 0074047
Oppenheimer Str. 59
DE-55130 Mainz
Tel.: 06131 986910"
369,370,49.855085,8.506878,"AGIP Station
DKV-Nr: 0006066
Griesheimer Str. 31
DE-64560 Riedstadt
Tel.: 06158 975280"
370,371,49.924341,9.00623,"CLASSIC Station
DKV-Nr: 0082073
Großostheimer Str. 1 a
DE-64850 Schaafheim
Tel.: 06073 7447075"
371,372,50.061932,8.25276,"ARAL Station
DKV-Nr: 0010579
Mainzer Str. 103
DE-65189 Wiesbaden
Tel.: 0611 74478"
372,373,49.830668,8.704825,"JET Station
DKV-Nr: 0018457
Odenwaldstr. 19
DE-64367 Mühltal
Tel.: 06151 1369665"
373,374,50.02433,8.267271,"STAR Station
DKV-Nr: 0002481
Wiesbadener Str. 89
DE-55252 Mainz-Kastel
Tel.: 06134 298318"
374,375,50.06248,8.251966,"Mr. Wash Waschstation
DKV-Nr: 9984121
Mainzer Str. 10a
DE-65189 Wiesbaden
Tel.: 0611 713512"
375,376,49.830118,8.706059,"ARAL Station
DKV-Nr: 0010110
Odenwaldstr. 13
DE-64367 Mühltal
Tel.: 06151 14269"
